Gênero,Tipo de Escola,INDE 22,INDE 23,INDE 24,IAA,IEG,IPS,IPP,IDA,IPV,IAN,Defasagem
Feminino,Pública,6.655769897435897,5.8915,5.3098253133,9.002,5.250626566499999,3.755,5.0,2.75,4.67,10.0,0
Feminino,Pública,0.0,7.736825,7.9646385965,8.002,7.5438596495,7.51,7.5,8.5,7.273333333,10.0,0
Feminino,Pública,0.0,0.0,7.413901754400001,9.002,8.070175439,7.51,7.5,5.0,6.993333333,10.0,0
Masculino,Pública,0.0,7.686033333,7.549644444400001,8.002,9.722222222,7.51,7.5,7.25,6.77,5.0,-1
Masculino,Privada,7.382144857142857,7.668366667,8.6102,9.002,10.0,6.26,7.5,8.5,8.17,10.0,0
Feminino,Pública,8.09268585185185,8.166866667,8.705811111100001,10.002,9.5138888885,5.635,7.5,9.5,7.946666667,10.0,1
Masculino,Pública,0.0,7.81545,7.764199999900001,9.502,8.5416666665,7.51,7.5,8.25,7.273333333,5.0,-1
Masculino,Pública,7.655751153996102,6.517166667,7.903311111100001,8.502,7.4305555555,7.51,7.5,8.0,7.33,10.0,0
Masculino,Pública,0.0,7.590033333,7.678917391300001,9.002,7.0760869565,7.51,8.125,6.25,7.75,10.0,0
Feminino,Pública,0.0,0.0,8.80795,9.502,10.0,5.635,8.4375,8.5,8.7525,10.0,0
Feminino,Pública,7.412495022283378,7.419925,8.2483467391,10.002,9.782608695499999,5.01,7.65625,7.25,7.875,10.0,0
Masculino,Pública,0.0,0.0,7.0514989130000005,8.002,8.010869565,7.51,6.40625,5.0,6.2875,10.0,0
Masculino,Pública,7.28025826984127,7.09945,5.9677326087,10.002,6.4239130435,6.26,6.5625,3.75,5.7525,5.0,-2
Feminino,Pública,7.431939372281467,7.926825,8.0754139589,10.002,8.1235697945,7.51,7.5,7.0,7.7475,10.0,0
Masculino,Pública,7.507451717171717,7.1472,6.8360336957,7.418,7.913043478500001,6.255,5.78125,7.5,6.54,5.0,-1
Masculino,Pública,0.0,0.0,6.7210333334,8.002,6.666666667,6.255,6.875,4.25,7.1225,10.0,0
Feminino,Privada,8.00281439031339,8.532075,9.171825000000002,9.502,9.75,9.38,8.90625,8.0,9.215,10.0,1
Masculino,Pública,0.0,0.0,6.615766239300001,8.502,6.1965811965,7.51,7.1875,4.25,6.0325,10.0,0
Masculino,Pública,0.0,0.0,7.09445,8.502,8.875,7.51,7.1875,5.5,6.9975,5.0,-1
Masculino,Pública,7.763511656565657,6.9883,7.930283695700001,9.168,8.6630434785,7.51,7.96875,8.25,7.915,5.0,-1
Masculino,Pública,6.440323564297217,7.333075,7.6486021739000005,8.502,7.4782608695,7.51,7.1875,7.0,7.165,10.0,0
Feminino,Pública,0.0,0.0,6.860721739100001,8.502,8.782608695499999,7.51,6.875,4.75,6.8275,5.0,-1
Masculino,Pública,0.0,0.0,5.2257,8.502,5.0,7.51,7.5,0.0,6.8725,5.0,-1
Masculino,Pública,0.0,0.0,7.311433695700001,9.502,7.913043478500001,7.51,5.78125,6.5,5.7475,10.0,0
Feminino,Pública,0.0,0.0,7.754200000000001,9.002,10.0,6.26,7.5,7.0,7.89,5.0,-1
Masculino,Pública,0.0,0.0,6.7386875776999995,9.002,7.7432712215,5.625,7.5,5.0,7.386666667,5.0,-1
Masculino,Pública,0.0,0.0,6.865474509900001,8.002,5.431372549,6.26,7.916666667,5.75,7.056666667,10.0,0
Masculino,Pública,8.265278666666667,8.49045,7.843291097300001,9.002,9.3271221535,7.51,7.5,6.0,6.883333333,10.0,0
Masculino,Pública,7.424538592592594,8.270825,7.229425672900001,8.002,8.219461698,7.51,7.916666667,4.0,7.213333333,10.0,0
Feminino,Pública,0.0,0.0,8.0267434782,10.002,9.5652173915,6.26,7.708333333,8.25,7.833333333,5.0,-1
Feminino,Pública,0.0,0.0,6.7668935818000016,8.002,7.111801242,7.51,7.5,3.5,6.716666667,10.0,0
Masculino,Pública,0.0,0.0,5.9842289855000015,9.002,5.793478261000001,6.26,6.666666667,5.0,5.663333333,5.0,-1
Feminino,Pública,7.011141486631016,7.651658333,7.847373913,8.002,8.010869565,7.51,7.5,7.5,7.22,10.0,0
Masculino,Pública,6.3760686733500425,6.969133333,6.696419461700001,8.502,7.0910973085,5.625,6.875,6.5,6.89,5.0,-1
Feminino,Privada,0.0,0.0,7.3725768116,8.502,9.5652173915,6.26,6.666666667,7.75,6.333333333,5.0,-1
Masculino,Pública,0.0,0.0,7.5072,9.002,6.25,7.51,7.5,6.5,7.78,10.0,0
Feminino,Pública,0.0,7.262616667,7.9326223603,9.502,8.3954451345,6.26,7.5,7.25,7.386666667,10.0,0
Masculino,Pública,8.063890666666667,7.199991667,6.879985507300001,0.0,8.4782608695,7.51,7.5,5.75,7.666666667,10.0,0
Masculino,Pública,0.0,0.0,8.479020512900002,8.002,8.8141025645,7.51,8.75,8.0,8.45,10.0,1
Masculino,Pública,8.135537771280053,8.662616667,8.513646169700001,8.002,9.109730849,6.26,7.708333333,8.75,8.723333333,10.0,0
Feminino,Privada,8.339586333333333,8.171366667,8.8857454545,8.002,9.7727272725,5.635,9.375,8.75,9.4,10.0,0
Masculino,Pública,0.0,7.763741667,8.678450000000002,8.002,10.0,6.26,9.0625,7.5,9.23,10.0,0
Feminino,Privada,7.593564610229277,8.410783333,9.134040909100001,8.002,9.5454545455,6.26,9.6875,9.75,9.4,10.0,0
Masculino,Pública,0.0,7.095741667,6.448416666600001,9.585,6.0,6.26,7.8125,3.25,6.163333333,10.0,0
Masculino,Pública,8.059871909502263,8.219533333,8.174593939300001,8.502,8.8636363635,6.26,8.75,7.25,8.003333333,10.0,0
Masculino,Pública,0.0,0.0,6.378661323900001,8.502,7.8468899525,7.51,7.1875,4.0,5.946666667,5.0,-1
Feminino,Pública,6.9960036835016846,6.185658333,5.698703030200001,8.334,5.068181818,5.63,7.5,4.75,5.443333333,5.0,-1
Feminino,Pública,0.0,6.474,6.570068686900001,8.002,4.2676767675,7.51,7.5,6.25,5.826666667,10.0,0
Masculino,Pública,0.0,8.196533333,8.76595,8.502,10.0,6.26,8.4375,8.5,8.73,10.0,0
Feminino,Pública,0.0,0.0,5.8748823529,0.0,6.7794117645,7.51,7.5,4.25,5.84,10.0,0
Feminino,Pública,0.0,0.0,8.4845030302,9.002,8.318181818,7.51,8.75,8.25,8.223333333,10.0,0
Masculino,Pública,6.126856186741364,7.402491667,6.645260606100001,8.502,7.6136363634999995,6.885,8.125,3.25,5.606666667,10.0,0
Masculino,Pública,7.392173272727273,6.702033333,6.890966666600001,6.918,5.75,6.26,8.125,7.0,6.053333333,10.0,0
Feminino,Pública,0.0,0.0,6.7799738095,9.002,5.714285714500001,7.51,7.8125,4.25,6.773333333,10.0,0
Feminino,Pública,0.0,0.0,5.2423787879,0.0,5.0227272725,7.51,6.875,2.0,6.996666667,10.0,0
Feminino,Pública,0.0,0.0,7.147881818200001,8.502,7.840909091,7.51,8.125,7.0,6.33,5.0,-1
Feminino,Pública,0.0,0.0,7.914800000000001,8.418,9.25,6.885,8.125,6.5,7.11,10.0,0
Masculino,Privada,8.264312621417798,7.806091667,7.9221068268,8.418,9.519450801,6.26,8.4375,5.75,7.783333333,10.0,0
Masculino,Pública,0.0,0.0,7.360450000100002,9.502,8.3333333335,6.885,8.4375,3.5,7.556666667,10.0,0
Feminino,Pública,7.096346507013722,7.468125,7.563515408100001,8.002,8.7757437075,7.51,8.125,4.5,7.723333333,10.0,0
Masculino,Pública,0.0,7.490825,7.279250000000001,5.25,9.75,7.51,7.8125,7.75,6.11,5.0,-1
Feminino,Pública,7.276853518518519,8.0872,7.5017244089,9.002,6.7734553775,7.51,8.125,5.75,7.666666667,10.0,0
Feminino,Pública,0.0,0.0,8.04495,9.502,10.0,7.51,8.4375,5.0,7.5,10.0,0
Masculino,Privada,8.004340111446288,7.682125,7.838370289900001,8.002,7.8804347825,7.51,8.4375,6.0,8.336666667,10.0,0
Masculino,Pública,0.0,8.4777,8.9802350877,9.502,9.7368421055,7.51,8.75,8.5,8.783333333,10.0,0
Feminino,Pública,0.0,8.03395,8.8634934783,9.502,8.8152173915,6.26,9.0625,9.25,8.84,10.0,0
Feminino,Pública,0.0,0.0,6.886091025600001,8.002,7.628205128,7.51,7.8125,5.25,7.39,5.0,-1
Feminino,Pública,7.785693147804151,8.209283333,8.496283333400001,8.002,9.75,7.51,8.4375,7.25,8.506666667,10.0,0
Masculino,Pública,7.216203925925925,7.401741667,5.778986231800001,9.002,3.054347826,6.885,7.1875,4.25,5.053333333,10.0,0
Feminino,Pública,7.232068817813765,7.462866667,7.052457703200001,8.502,8.2212885155,7.51,7.916666667,5.25,7.326666667,5.0,-1
Masculino,Pública,7.216575886639676,7.373033333,6.597315151500001,9.168,4.840909091,7.51,6.666666667,7.25,6.723333333,5.0,-1
Masculino,Pública,7.189287269841271,6.836666667,6.3802279106,8.002,4.9043062200000005,7.51,6.875,5.25,5.553333333,10.0,0
Feminino,Pública,0.0,7.703533333,7.3473880383,6.834,6.112440191499999,7.51,8.125,7.0,7.39,10.0,0
Feminino,Pública,0.0,0.0,6.991699999900001,7.502,10.0,7.51,8.958333333,2.75,7.723333333,5.0,-1
Masculino,Pública,7.592405198653199,8.367866667,7.971648484800001,7.418,9.090909091,7.51,7.5,7.5,7.053333333,10.0,0
Feminino,Pública,7.0386924761904766,8.109533333,7.6853212122,7.502,6.2272727275,7.51,8.333333333,7.75,7.776666667,10.0,0
Feminino,Pública,8.150927925925927,7.871033333,7.361896969700001,8.002,6.931818182000001,7.51,7.916666667,5.5,7.663333333,10.0,0
Feminino,Privada,8.512849483130905,8.5572,8.929745454599999,7.002,9.7727272725,7.51,9.166666667,9.25,8.786666667,10.0,0
Feminino,Pública,0.0,0.0,6.057060605999999,7.5,4.6136363634999995,5.63,5.833333333,6.75,6.94,5.0,-1
Feminino,Pública,7.058532857142858,7.754866667,6.7464878789,8.502,5.7272727275,7.51,8.125,5.0,5.936666667,10.0,0
Masculino,Pública,0.0,0.0,6.7199171717,9.502,7.5252525255,7.51,8.75,3.75,6.943333333,5.0,-1
Masculino,Pública,6.763162264550265,7.389033333,6.402239075100001,9.002,6.8660287085,7.51,8.125,4.5,5.826666667,5.0,-1
Feminino,Pública,6.085650148148147,7.613033333,7.502239394,7.418,8.3863636365,7.51,7.708333333,5.25,7.556666667,10.0,0
Masculino,Pública,0.0,8.472533333,9.0150030303,9.502,9.068181818,7.51,8.541666667,9.5,8.73,10.0,0
Masculino,Pública,7.0492678609986505,7.018033333,4.6743653679,6.834,3.5064935065,7.51,5.0,4.75,2.943333333,5.0,-1
Feminino,Pública,7.676131896086369,8.061533333,7.702648484900001,7.918,9.090909091,7.51,7.916666667,5.25,7.5,10.0,0
Feminino,Pública,0.0,0.0,7.151855844200001,8.002,8.3874458875,7.51,6.458333333,3.5,7.886666667,10.0,0
Masculino,Pública,7.830788433198381,8.126866667,7.8317974024999994,7.502,7.012987013,7.51,8.333333333,8.75,6.723333333,10.0,0
Masculino,Pública,0.0,0.0,5.046077056300001,6.918,4.448051948,7.51,4.583333333,5.0,3.776666667,5.0,-1
Masculino,Pública,0.0,6.414033333,4.8048623378,8.002,4.188311688500001,7.51,4.166666667,4.5,2.996666667,5.0,-1
Feminino,Pública,0.0,0.0,8.1804207793,7.502,7.2294372295,7.51,7.5,9.25,8.166666667,10.0,0
Masculino,Pública,0.0,0.0,7.560230303200001,8.502,6.5151515155,7.51,6.666666667,7.5,7.446666667,10.0,0
Feminino,Pública,0.0,0.0,9.464745454400001,10.002,9.7727272725,7.51,9.583333333,10.0,9.003333333,10.0,0
Feminino,Pública,7.6422905052790355,8.137866667,9.1548666666,9.502,10.0,7.51,8.75,9.0,8.893333333,10.0,0
Feminino,Pública,0.0,0.0,8.9217077641,10.002,9.3271221535,7.51,8.4375,8.75,8.556666667,10.0,0
Feminino,Pública,8.196890131054133,8.073825,6.57279265,9.502,7.525879916999999,7.51,5.9375,5.75,5.613333333,5.0,-1
Masculino,Pública,7.50432758974359,6.707666667,6.8089355072,7.502,6.811594203,7.51,7.1875,6.75,6.883333333,5.0,-1
Feminino,Privada,7.4346362807017545,7.647666667,6.712378053800001,8.002,8.457556936,6.26,7.5,4.0,7.723333333,5.0,-1
Feminino,Pública,0.0,0.0,8.10445,9.502,10.0,7.51,7.8125,5.5,7.61,10.0,0
Feminino,Pública,5.9300813955984975,6.6858,6.6397610766,7.502,7.48447205,7.51,6.25,6.25,6.333333333,5.0,-1
Masculino,Pública,7.576531180695848,8.370325,8.2366166666,9.002,10.0,7.51,7.1875,9.0,7.833333333,5.0,-1
Feminino,Pública,0.0,0.0,6.5509171717,8.502,7.5252525255,7.51,7.5,3.75,7.223333333,5.0,-1
Feminino,Pública,0.0,0.0,7.520576262600001,9.002,7.979797980000001,7.51,7.1875,5.5,7.273333333,10.0,0
Feminino,Pública,8.109723333333333,8.013866667,8.061295238200001,10.002,9.523809524,7.51,7.5,6.0,7.276666667,10.0,0
Masculino,Pública,8.178844113710202,8.2697,8.2403304348,9.002,8.695652174,7.51,7.5,8.0,7.5,10.0,0
Feminino,Pública,0.0,0.0,5.832133333300001,6.418,6.6666666665,6.255,6.875,3.5,6.72,5.0,-1
Masculino,Pública,7.790571508771929,7.81295,8.5184577641,9.002,9.3271221535,7.51,8.125,8.0,7.946666667,10.0,0
Masculino,Pública,7.740741074074075,7.944833333,8.652552484400001,10.002,7.784679089,7.51,8.4375,9.0,8.503333333,10.0,1
Feminino,Pública,0.0,6.384333333,7.0859945773333335,9.168,6.370972886666667,7.5,6.875,6.5,5.7875,10.0,0
Feminino,Privada,6.407077164021164,7.116633333,7.922281328333334,7.5,7.329323308333333,8.755,7.8125,6.333333333333333,8.915,10.0,0
Masculino,Pública,6.709725111111111,5.515466667,3.8354776573333336,8.334,3.9141382866666667,2.51,3.4375,0.0,3.1225,10.0,0
Masculino,Privada,6.683335555555555,6.603666667,6.726607507733334,10.002,5.315995871999999,6.255,6.71875,5.666666666666667,6.1625,10.0,0
Masculino,Pública,0.0,0.0,6.240744444466667,9.168,4.305555555666667,9.38,7.5,4.666666666666667,6.7075,5.0,-1
Feminino,Pública,0.0,0.0,5.721382142866666,7.084,5.714285714333333,9.38,7.65625,1.75,6.5825,5.0,-1
Masculino,Pública,6.470788936720144,7.722125,8.074015455333335,9.585,8.097577276666668,9.38,7.5,6.5,7.54,10.0,0
Feminino,Privada,8.416724112554114,8.988866667,9.4171373016,9.168,9.441269841333334,9.38,9.0625,9.666666666666666,9.1725,10.0,0
Feminino,Pública,0.0,7.901033333,7.479598365200001,8.334,7.777033492666668,8.125,7.03125,6.333333333333333,6.5425,10.0,0
Feminino,Pública,0.0,7.9948,6.9071109649333335,8.751,7.705263158,5.63,7.03125,3.6666666666666665,7.4575,10.0,0
Feminino,Privada,7.5764812987012995,7.429466667,7.368084290266667,9.168,5.5110047846666665,8.755,7.8125,6.166666666666667,7.295,10.0,1
Masculino,Pública,8.143057777777779,7.305541667,7.761749603200001,10.002,9.149206349333333,2.51,7.96875,6.166666666666667,8.2525,10.0,0
Feminino,Pública,6.770192769423559,6.031666667,5.702426010066667,5.832,3.7838383836666662,8.135,5.15625,4.666666666666667,5.5,10.0,0
Feminino,Pública,0.0,7.2067,6.913936532,7.917,8.393265993333333,8.755,7.1875,2.6666666666666665,6.58,10.0,0
Feminino,Pública,8.306175283950617,7.934366667,7.4643250000000005,10.002,8.933333333333334,10.0,7.03125,3.1666666666666665,6.705,10.0,1
Feminino,Pública,0.0,0.0,7.0026462121333335,8.334,9.060606060666666,8.75,7.65625,3.75,7.3325,5.0,-1
Masculino,Pública,0.0,8.0152,7.8153856754,8.751,5.627886710333333,8.755,7.96875,8.166666666666666,7.545,10.0,0
Feminino,Pública,0.0,0.0,5.065788844333333,7.5,6.157902555,2.51,6.09375,3.1666666666666665,5.4525,5.0,-1
Feminino,Pública,7.105690655172413,7.759533333,7.7704681818,8.334,9.109090909,8.135,7.1875,5.5,7.415,10.0,1
Masculino,Pública,0.0,6.916533333,5.4253413299333335,7.5,4.516498316333333,2.51,4.21875,6.333333333333333,4.1625,10.0,0
Feminino,Pública,6.636118019594441,7.039791667,6.231045707066668,8.751,7.735353535333334,8.755,6.09375,3.5,5.62,5.0,-1
Masculino,Pública,0.0,0.0,8.3261,8.751,10.0,9.38,6.875,7.0,7.1275,10.0,0
Feminino,Pública,0.0,8.615533333,9.189883333333334,9.168,9.866666666666667,8.755,9.0625,8.5,9.09,10.0,1
Masculino,Privada,8.228772285714285,8.297866667,8.728632539666668,10.002,8.831746031666666,8.135,9.0625,7.666666666666667,8.545,10.0,1
Masculino,Pública,8.057199636363638,8.3252,7.9127926470666665,9.168,9.803921568666667,4.38,7.96875,6.666666666666667,7.335,10.0,0
Masculino,Pública,0.0,0.0,8.67371279,6.666,9.283272283333334,8.755,8.90625,8.166666666666666,8.755,10.0,1
Feminino,Pública,0.0,0.0,5.5473805555333335,7.917,2.777777777666667,7.51,7.65625,4.0,6.9175,5.0,-1
Feminino,Pública,0.0,7.072983333,5.833118518533334,8.751,6.125925926,8.755,6.25,3.1666666666666665,5.495,5.0,-1
Masculino,Privada,8.464686539682539,8.988866667,8.901966666666668,9.168,9.866666666666667,2.51,9.375,9.666666666666666,9.45,10.0,1
Feminino,Pública,7.604387307346327,6.3104,5.880466583166668,7.5,5.266499582333334,2.51,6.041666667,5.0,6.11,10.0,0
Masculino,Pública,7.619194363636365,6.243,8.385133333233336,9.168,9.866666666666667,7.51,8.333333333,7.0,7.553333333,10.0,0
Masculino,Pública,0.0,0.0,7.778263492033334,7.917,8.293650793666666,5.63,8.541666667,7.0,7.553333333,10.0,0
Masculino,Pública,7.660716285714286,7.5762,6.3467483709,8.334,6.8300751879999995,2.51,7.083333333,4.0,6.94,10.0,0
Feminino,Pública,0.0,6.689583333,5.3933086048000005,10.002,5.017209691,6.88,6.25,2.0,5.883333333,5.0,-2
Masculino,Pública,8.33840773949389,7.653033333,7.214534419433333,8.751,6.468838763666667,9.38,7.083333333,4.5,7.496666667,10.0,0
Masculino,Pública,6.946674134932534,7.331133333,7.026322556366667,7.083,5.111779448666667,2.51,8.333333333,8.666666666666666,7.39,10.0,0
Masculino,Privada,8.813892666666668,9.013866667,9.066199999966669,10.002,10.0,2.51,9.583333333,9.833333333333334,9.45,10.0,1
Masculino,Pública,8.079349826086958,8.0957,7.843157894833334,9.585,9.382456140333334,8.13,7.291666667,7.333333333333333,7.496666667,5.0,-1
Masculino,Pública,5.334539516483517,7.6892,7.276330075300001,9.168,5.793483709333334,7.51,7.291666667,6.666666666666667,6.936666667,10.0,0
Masculino,Privada,8.902781333333333,8.6807,8.384033333366668,10.002,10.0,2.51,8.541666667,8.833333333333334,7.56,10.0,1
Masculino,Pública,7.131280678842398,5.8385,7.088855054266667,9.585,6.043441938333333,7.51,7.5,5.0,7.103333333,10.0,0
Masculino,Pública,0.0,6.9547,5.475324895633334,10.002,4.849791144666667,6.25,6.041666667,3.0,5.88,5.0,-1
Feminino,Pública,7.075193052489235,5.790875,6.293175689166667,8.334,5.618045113,5.0,7.708333333,5.833333333333333,6.993333333,5.0,-1
Feminino,Pública,0.0,0.0,7.9798,9.168,10.0,8.75,8.125,3.75,8.1275,10.0,0
Masculino,Pública,0.0,7.2115,5.543865740733334,0.0,7.703703703666666,6.885,6.40625,2.0,6.37,10.0,0
Masculino,Pública,6.575002222222222,7.671633333,6.771708625733333,7.083,5.567251461999999,7.51,7.65625,4.666666666666667,7.5,10.0,1
Masculino,Privada,6.644446000000001,6.680833333,7.617803571466666,9.585,9.523809524,5.625,7.34375,5.333333333333333,6.955,10.0,0
Masculino,Pública,7.720835333333334,7.059666667,6.715437329466668,7.917,6.585769980666666,7.51,6.5625,5.166666666666667,5.83,10.0,0
Masculino,Pública,0.0,0.0,8.631675000000001,9.168,10.0,7.51,7.96875,8.0,7.835,10.0,0
Feminino,Pública,7.808336000000001,7.606033333,6.918152272733334,9.168,6.363636363666667,2.51,8.28125,6.0,7.2475,10.0,0
Feminino,Privada,8.231946666666667,8.427533333,8.077708333333334,9.585,10.0,2.51,8.59375,6.666666666666667,8.3775,10.0,0
Masculino,Pública,0.0,0.0,7.622584090933335,9.168,7.787878788,7.51,7.96875,5.666666666666667,7.335,10.0,0
Feminino,Pública,0.0,7.9947,7.6221531746,9.168,7.039682539666667,8.13,7.1875,6.833333333333333,6.995,10.0,0
Masculino,Pública,0.0,7.844033333,7.7652831384,9.585,7.621832358666666,7.51,7.8125,6.333333333333333,7.4175,10.0,0
Masculino,Pública,7.950002,8.4682,8.547495614066667,9.585,9.824561403666666,7.51,7.8125,7.666666666666667,7.7925,10.0,1
Masculino,Pública,0.0,8.197533333,8.5079027778,7.5,7.722222222333333,8.13,8.90625,8.666666666666666,8.8825,10.0,0
Feminino,Pública,0.0,8.1779,8.0164785714,9.168,9.523809523666666,2.51,8.4375,7.333333333333333,8.1675,10.0,0
Masculino,Pública,0.0,6.238,6.108547514666667,7.5,7.84502924,7.51,5.46875,2.3333333333333335,5.125,10.0,0
Feminino,Pública,0.0,7.2787,6.5744562514,8.751,5.822406257,7.51,7.34375,3.5,6.7475,10.0,0
Masculino,Pública,0.0,7.1642,5.936272086266667,8.334,5.4312354313333335,7.51,7.65625,0.0,7.5,10.0,0
Masculino,Pública,7.305919652173913,6.9647,5.545864285733334,7.917,3.2619047620000003,8.13,6.5625,5.166666666666667,5.496,5.0,-2
Masculino,Pública,5.538561201058201,6.615333333,5.048054503133334,9.168,3.7763975156666674,8.13,6.09375,3.0,4.268,5.0,-2
Masculino,Pública,7.633511273307791,7.947366667,6.158158974333333,10.002,5.705128205,8.13,6.25,3.1666666666666665,4.728,10.0,0
Feminino,Pública,0.0,0.0,6.710079487200001,6.666,7.435897436,7.51,8.125,5.5,6.964,5.0,-1
Feminino,Pública,0.0,6.559166667,6.116032815733334,6.249,4.600414078666667,7.5,6.5625,5.0,5.824,10.0,1
Masculino,Pública,0.0,6.310833333,6.017215010400001,9.168,3.7546583853333337,8.13,7.1875,3.6666666666666665,5.422,10.0,0
Feminino,Pública,7.221179827586207,7.816533333,6.7205649586,8.751,6.481366459666667,8.13,7.03125,3.9333333333333336,6.232,10.0,0
Feminino,Pública,7.050000666666667,7.971833333,8.0467871118,8.751,9.616977225666666,2.51,8.90625,6.833333333333333,8.7,10.0,1
Masculino,Pública,0.0,0.0,4.6391535714200005,0.0,2.5238095237666665,8.13,7.03125,2.8333333333333335,5.258,10.0,0
Masculino,Pública,5.949454421052632,5.898133333,5.111470186333333,10.002,2.7505175983333334,6.885,5.0,4.333333333333333,5.03,5.0,-1
Masculino,Pública,0.0,0.0,7.0491790134,8.751,7.9726867336666665,7.505,7.34375,5.833333333333333,7.14,5.0,-1
Feminino,Pública,0.0,7.113533333,7.332483333333334,8.334,8.133333333333333,10.0,7.8125,3.8333333333333335,6.6225,10.0,0
Masculino,Pública,0.0,7.701125,7.5660750000000005,7.917,9.200000000000001,7.51,7.34375,8.0,6.745,5.0,-1
Masculino,Pública,0.0,8.261033333,6.649708333333334,7.5,7.1000000000000005,7.51,6.71875,4.666666666666667,5.6175,10.0,1
Masculino,Pública,6.454070897064289,5.758041667,5.940775,8.334,6.133333333333333,7.51,6.71875,3.6666666666666665,6.1225,5.0,-2
Masculino,Pública,8.750002666666667,7.734891667,8.2697037582,8.751,9.526143791,7.51,7.96875,7.5,7.2075,10.0,0
Feminino,Privada,7.6649298275862074,7.796866667,8.465533333333335,10.002,9.233333333333333,7.51,8.75,5.833333333333333,9.13,10.0,0
Masculino,Pública,8.261113555555557,7.774366667,7.839050000000001,9.168,9.5,8.755,7.8125,5.0,6.8275,10.0,0
Feminino,Pública,0.0,7.9327,5.9731,8.751,6.2,2.51,7.5,2.5,6.785,10.0,0
Masculino,Pública,6.969181527369182,5.796458333,6.782158333333333,7.917,6.166666666666667,7.51,7.65625,7.0,6.7025,5.0,-1
Masculino,Pública,6.322553780885782,4.794333333,6.125500000000001,7.5,7.166666666666667,7.51,6.25,4.333333333333333,5.9975,5.0,-1
Feminino,Pública,7.181471298245615,7.7482,5.833377380933333,7.083,6.171428571333333,2.51,6.40625,3.8333333333333335,6.1625,10.0,0
Masculino,Pública,7.184480244200245,6.687,7.2079551282,9.585,6.674358974333333,8.76,6.5625,5.166666666666667,6.745,10.0,0
Feminino,Pública,6.775947831501832,6.905741667,6.5472236842000004,7.5,6.080701754333333,8.755,6.5625,4.166666666666667,6.08,10.0,0
Feminino,Pública,6.9573737948717955,7.1392,5.896573588800001,10.002,8.287284610666667,2.51,6.5625,2.8333333333333335,6.325,5.0,-1
Feminino,Pública,6.7142532077294685,7.697533333,6.752914393933334,8.751,5.636363636333333,8.755,7.34375,4.333333333333333,6.37,10.0,0
Feminino,Pública,6.953190321839081,8.0027,7.659555952400001,9.168,7.161904762,8.135,7.96875,6.0,7.5,10.0,0
Feminino,Pública,7.744553615384616,6.467,7.2102906723333335,8.751,7.030620028333334,8.135,5.625,6.833333333333333,5.932,10.0,0
Masculino,Privada,8.334031111111113,8.7717,9.350986466133334,10.002,8.756265663999999,7.51,10.0,9.666666666666666,9.576,10.0,0
Masculino,Pública,7.292060604010025,7.4322,7.240168803466668,9.168,7.600427350666667,7.51,5.9375,6.666666666666667,5.626,10.0,0
Masculino,Pública,0.0,8.123033333,8.440611904733334,8.751,9.390476190333333,8.13,5.9375,9.333333333333334,7.07,10.0,1
Masculino,Pública,0.0,0.0,4.548544781066667,0.0,3.9057239053333332,7.51,7.5,2.0,6.832,5.0,-1
Masculino,Pública,6.309259592592594,6.413466667,6.514094017066666,8.751,7.668803418666666,7.51,5.625,6.166666666666667,5.292,5.0,-1
Feminino,Pública,8.062502666666667,8.6587,8.526983333333334,9.585,10.0,7.51,8.4375,6.666666666666667,8.202,10.0,1
Feminino,Pública,8.219535581098341,7.684133333,8.595447619066668,9.168,9.461904762000001,8.135,8.125,8.333333333333334,7.468,10.0,0
Masculino,Pública,0.0,7.086633333,7.916082936533334,9.585,9.082539682666665,7.51,7.96875,7.0,8.466,5.0,-1
Feminino,Pública,6.925909119658121,0.0,6.429063888866667,7.084,6.944444444333333,7.51,7.34375,2.5,6.732,10.0,0
Masculino,Pública,6.973149037037037,6.0197,5.667282265,8.751,4.908119658333334,7.51,6.40625,1.6666666666666667,5.428,10.0,0
Masculino,Pública,7.830771230769231,7.070833333,7.970034615400001,9.585,9.443589743666667,7.51,7.1875,6.833333333333333,6.432,10.0,0
Feminino,Pública,0.0,0.0,9.089828985533336,9.168,9.710144927666667,8.135,8.5,9.5,8.3375,10.0,0
Feminino,Pública,0.0,0.0,7.188366666666667,7.917,9.666666666666666,8.135,8.0,1.1666666666666667,8.0825,10.0,0
Masculino,Pública,0.0,6.636166667,6.274190982333334,8.751,8.201288245,7.51,6.25,3.1666666666666665,6.2475,5.0,-1
Feminino,Pública,7.854693065681446,6.824833333,8.392733333333334,8.334,9.833333333333334,8.135,7.625,7.833333333333333,7.25,10.0,0
Masculino,Pública,0.0,7.088866667,6.8560823939999995,9.585,9.02791197,8.135,5.375,4.0,4.705,10.0,0
Feminino,Pública,0.0,0.0,7.109390969933334,8.751,5.103121516333333,7.51,7.125,5.833333333333333,7.9175,10.0,0
Feminino,Pública,0.0,0.0,7.653744444466668,9.168,8.722222222333334,8.135,7.875,7.0,7.4575,5.0,-1
Masculino,Pública,7.835649925925926,8.2832,7.731569404200001,8.751,9.028180354333333,8.135,7.875,7.666666666666667,7.0825,5.0,-1
Feminino,Pública,7.455557555555556,7.838866667,7.447591035933334,7.917,8.904455179666668,8.135,6.875,5.0,6.87,10.0,0
Feminino,Pública,0.0,0.0,8.176263231333333,9.168,8.33064949,8.135,8.125,8.666666666666666,8.67,5.0,-1
