Gênero,Tipo de Escola,INDE 22,INDE 23,INDE 24,IAA,IEG,IPS,IPP,IDA,IPV,IAN,Defasagem
Masculino,Pública,0.0,7.856033333,7.6236817459,8.334,7.230158729999999,7.51,8.645833333,7.5,8.643333333,5.0,-1
Feminino,Pública,6.854039584291188,6.433075,6.337470707133334,8.334,7.535353535666666,5.635,6.875,4.5,6.73,5.0,-2
Feminino,Privada,7.3965272777777775,6.96965,7.4209164502,8.334,8.917748917666666,6.26,7.125,7.833333333333333,6.994,5.0,-1
Feminino,Privada,8.107440578115117,8.0239,8.775268254,8.334,9.603174603333335,6.26,7.875,9.166666666666666,8.872,10.0,0
Feminino,Privada,7.024874570707071,7.406658333,7.234168831200001,9.585,8.739177489333334,6.26,7.625,4.166666666666667,6.53,10.0,0
Feminino,Pública,0.0,7.030108333,5.719565079333334,7.5,6.0634920633333325,6.26,7.25,3.3333333333333335,6.196,5.0,-1
Masculino,Privada,8.441663515948964,8.283216667,8.801463636333335,9.168,9.431818181666666,7.51,8.125,8.5,8.674,10.0,2
Feminino,Privada,8.622797438146648,7.671208333,7.439841414133334,7.5,8.737373737333334,6.26,7.625,4.333333333333333,8.436,10.0,0
Feminino,Pública,7.244678043887148,6.811875,7.476158297266668,8.751,8.152958153,6.26,7.25,8.833333333333334,6.764,5.0,-2
Masculino,Privada,8.464935044778892,8.024791667,8.283601875933334,9.585,9.379509379666667,7.51,7.25,7.0,7.866,10.0,0
Feminino,Pública,0.0,7.515233333,6.9217748918,8.751,9.458874459,7.51,7.375,3.5,7.332,5.0,-1
Masculino,Privada,8.149929726333543,8.0879,8.6324939394,9.168,9.696969697,6.255,7.5,8.5,8.504,10.0,0
Masculino,Privada,7.628620754385966,7.727325,8.586533333333334,10.002,10.0,6.255,6.875,8.166666666666666,8.2,10.0,0
Feminino,Privada,8.28325764036921,7.91935,8.5605939394,8.751,9.488636363666666,7.51,7.625,7.833333333333333,8.538,10.0,0
Feminino,Pública,5.885500876499922,6.319141667,5.404184695733334,7.917,4.164756812,6.26,6.75,4.166666666666667,5.726,5.0,-2
Feminino,Pública,7.171874500000001,7.166475,7.045258874400002,7.084,6.455627705333334,6.26,8.0,5.666666666666667,7.432,10.0,0
Feminino,Pública,0.0,0.0,8.4656285714,9.585,8.857142857,7.51,8.375,7.5,8.236,10.0,0
Feminino,Pública,0.0,7.333591667,7.374213419866667,8.751,8.349567099333333,6.26,7.5,5.0,7.266,10.0,0
Masculino,Privada,4.9321151079328756,6.616016667,6.882960606066668,8.334,6.363636363666667,7.51,7.125,7.166666666666667,6.9,5.0,-2
Feminino,Pública,7.027986444444445,7.102016667,7.6987770562666675,8.751,8.198051948,6.26,7.25,6.833333333333333,7.332,10.0,0
Feminino,Privada,7.831592958621301,7.817541667,8.325963636333334,7.917,9.640151515,6.26,8.125,7.166666666666667,8.672,10.0,1
Feminino,Pública,0.0,6.971266667,6.2015816738666665,9.168,5.036075036,6.26,7.125,3.8333333333333335,5.862,10.0,0
Feminino,Pública,0.0,0.0,7.6059333333333345,8.334,9.666666666666666,7.51,7.75,6.5,7.566,5.0,-2
Feminino,Privada,8.645932539215686,7.566458333,8.667693939400001,9.168,9.488636363666666,6.26,8.125,8.333333333333334,8.74,10.0,0
Feminino,Pública,0.0,0.0,6.750618518533334,8.751,8.425925926,6.26,7.25,5.666666666666667,6.03,5.0,-2
Feminino,Pública,0.0,0.0,7.2431,8.751,7.0,7.51,7.5,6.5,8.335,5.0,-1
Feminino,Privada,8.427269800194932,8.316833333,8.828632575733334,9.585,9.545454545333333,6.26,8.59375,8.833333333333334,8.545,10.0,1
Feminino,Pública,0.0,0.0,8.041889814800001,7.917,8.782407407333332,7.51,7.34375,7.166666666666667,7.875,10.0,0
Feminino,Pública,0.0,0.0,7.836518518466668,7.5,9.259259258999998,7.51,7.5,8.333333333333334,7.835,5.0,-1
Masculino,Pública,0.0,0.0,8.0118555556,9.168,7.777777778,7.51,8.125,8.5,8.88,5.0,-1
Masculino,Privada,8.155073214424952,7.718566667,8.465046969666668,8.751,9.848484848333333,6.26,8.4375,7.0,8.7525,10.0,1
Feminino,Privada,8.016570200779729,7.60205,8.4690496032,7.5,9.682539682666667,6.26,7.96875,7.833333333333333,8.965,10.0,1
Masculino,Privada,8.124397285239297,7.560991667,8.823550937933334,8.751,9.689754689666666,7.51,8.75,8.0,8.9225,10.0,1
Feminino,Privada,8.217507976608186,7.967608333,8.568238636333334,7.5,9.848484848333333,6.26,7.96875,8.333333333333334,8.795,10.0,0
Masculino,Privada,8.62014138888889,8.207591667,8.852545634933334,9.585,9.841269841333334,5.635,8.28125,8.833333333333334,8.8375,10.0,1
Feminino,Pública,5.201146520702537,6.791641667,7.3512154762,8.334,7.880952381,6.26,7.65625,7.5,7.75,5.0,-1
Masculino,Privada,0.0,8.881483333,8.914816269866666,8.751,9.682539682666667,6.26,8.59375,9.166666666666666,8.9225,10.0,1
Feminino,Pública,0.0,8.345491667,8.3233039474,8.751,9.824561403666666,6.26,7.65625,7.333333333333333,8.125,10.0,0
Feminino,Pública,7.946686340802987,7.584483333,8.134554885333333,8.751,9.514316093333333,5.635,7.65625,9.333333333333334,8.304,5.0,-2
Masculino,Pública,0.0,7.066475,8.0934746032,8.751,9.682539682666667,6.26,7.5,8.333333333333334,8.696,5.0,-1
Feminino,Pública,6.322651405982906,5.622266667,5.7316173854,9.585,4.104378593666667,6.26,7.34375,3.8333333333333335,6.626,5.0,-2
Masculino,Pública,0.0,0.0,4.920488888866667,0.0,5.0694444443333335,7.51,7.5,2.5,7.028,5.0,-1
Feminino,Pública,6.258056446780273,6.845208333,6.676130827066667,7.5,7.9949874686666655,7.51,7.5,4.666666666666667,6.964,5.0,-1
Masculino,Privada,7.2799257424242425,8.430241667,8.471456704266666,8.751,8.696741854666667,6.26,7.96875,8.166666666666666,9.004,10.0,1
Feminino,Pública,0.0,0.0,5.8216796296,8.334,5.148148148,7.51,7.8125,2.5,7.132,5.0,-2
Masculino,Pública,0.0,0.0,4.899894444466667,5.833,6.222222222333333,5.635,6.5625,0.0,6.762,5.0,-1
Masculino,Pública,0.0,0.0,7.072539814866667,8.751,7.199074074333335,7.51,6.40625,5.0,6.83,10.0,0
Masculino,Pública,0.0,7.67285,8.220132915666667,9.168,9.665831245,7.51,8.125,5.833333333333333,8.2,10.0,0
Feminino,Privada,8.083730668737061,7.436566667,7.931384271366667,8.751,9.689754689666666,6.26,7.916666667,7.666666666666667,8.336666667,5.0,-1
Feminino,Pública,7.540822106753813,5.5425,7.400477922133334,8.334,9.277056277,7.51,7.5,6.166666666666667,7.386666667,5.0,-1
Feminino,Pública,7.174196928571429,5.952358333,7.263155555633333,8.751,9.444444444666667,7.51,7.708333333,5.0,7.386666667,5.0,-2
Feminino,Pública,0.0,0.0,7.577233333233334,8.334,9.666666666666666,7.51,7.708333333,6.0,7.943333333,5.0,-2
Masculino,Pública,0.0,7.381566667,7.411701731566668,6.666,8.658008657666668,7.51,7.291666667,7.666666666666667,7.5,5.0,-1
Masculino,Pública,6.7380259603174615,6.784075,7.3860274169,9.585,8.751803751666666,7.51,7.708333333,5.833333333333333,7.443333333,5.0,-2
Masculino,Pública,0.0,0.0,6.7023729275666675,9.168,7.753697970666667,7.51,7.291666667,5.166666666666667,6.106666667,5.0,-2
Masculino,Pública,0.0,0.0,6.4589186218000005,7.083,8.361426442,7.51,7.5,4.5,5.886666667,5.0,-2
Masculino,Pública,0.0,0.0,7.014528571366666,6.666,8.523809523666666,7.51,7.708333333,6.166666666666667,6.94,5.0,-2
Feminino,Pública,0.0,0.0,7.801633333400001,9.168,10.0,7.51,8.125,7.0,7.106666667,5.0,-1
Feminino,Pública,0.0,0.0,6.085471428700001,8.334,7.1428571430000005,7.51,7.291666667,3.0,6.216666667,5.0,-2
Feminino,Privada,8.510208575470424,7.044333333,8.7225,7.5,10.0,6.26,8.125,9.5,8.17,10.0,1
Feminino,Pública,6.011790235258207,0.0,5.8963067819666675,10.002,8.285533910333333,6.26,4.583333333,2.0,6.273333333,5.0,-2
Feminino,Pública,0.0,0.0,7.6486387164,9.585,8.672360248333332,7.51,7.5,7.666666666666667,7.106666667,5.0,-1
Feminino,Pública,3.0318062222222224,0.0,7.043536903066667,8.751,7.063851181666667,7.51,7.5,6.666666666666667,7.106666667,5.0,-1
Feminino,Pública,6.712044773504273,6.30695,6.5837938596,7.5,7.337719298333333,5.63,7.8125,5.166666666666667,7.443333333,5.0,-2
Feminino,Pública,6.527470839262188,6.856575,7.025000925866668,7.917,9.129629629666667,7.51,7.34375,4.666666666666667,7.443333333,5.0,-1
Feminino,Privada,7.945715145299146,8.137625,8.651029629666667,8.334,9.648148147999999,5.635,8.125,9.333333333333334,8.226666667,10.0,2
Masculino,Pública,7.448464223100571,8.367208333,7.948699561466667,9.585,9.024122807,7.51,7.34375,5.833333333333333,7.666666667,10.0,0
Feminino,Privada,6.745866585563862,6.598266667,6.855108333266668,8.334,7.416666666666667,6.26,7.34375,5.666666666666667,7.723333333,5.0,-1
Feminino,Privada,7.95721614036921,6.250166667,7.258445588333334,8.751,7.965686274666666,6.26,7.96875,4.0,7.836666667,10.0,0
Masculino,Pública,0.0,0.0,6.787898989933334,7.5,6.574494949666668,7.51,7.5,6.5,7.11,5.0,-1
Masculino,Privada,6.775990920062696,5.638666667,6.837125731066667,9.585,8.084795321666666,6.26,6.25,5.666666666666667,6.886666667,5.0,-2
Feminino,Privada,8.063313842911878,7.583433333,8.4627502436,7.5,9.431042884999998,7.51,7.96875,8.5,7.893333333,10.0,0
Feminino,Pública,0.0,0.0,8.417533333333333,7.917,9.833333333333334,7.51,7.5,8.333333333333334,7.4575,10.0,0
Feminino,Pública,0.0,0.0,7.147738235266668,8.334,8.436274509666667,7.51,7.1875,6.166666666666667,7.12,5.0,-1
Feminino,Pública,7.254680434997751,6.140333333,7.400633333333334,9.168,8.958333333333334,6.26,7.5,7.333333333333333,6.7475,5.0,-1
Feminino,Privada,7.8888911111111115,8.436908333,8.708925,9.168,10.0,7.51,7.65625,8.0,8.3775,10.0,0
Feminino,Pública,5.423826381118881,5.713333333,5.123180882333333,6.666,4.031862745000001,6.26,7.34375,3.1666666666666665,5.7825,5.0,-1
Feminino,Privada,7.897223888888889,8.393508333,8.442258333333335,9.168,10.0,7.51,7.65625,6.666666666666667,8.3775,10.0,0
Feminino,Pública,0.0,7.58235,6.509169736866667,8.334,6.581140350999999,7.51,7.34375,5.333333333333333,6.5375,5.0,-1
Feminino,Pública,0.0,0.0,4.926285714266666,0.0,5.571428571333333,7.51,6.875,3.25,6.1175,5.0,-1
Feminino,Privada,7.302153111111111,7.297425,6.855159259266667,8.334,7.796296296333334,6.26,6.875,4.0,6.745,10.0,0
Feminino,Pública,6.427354572463768,5.732375,6.1661539474,7.917,7.699561403666666,7.51,7.34375,2.8333333333333335,6.4125,5.0,-1
Masculino,Pública,0.0,0.0,7.0487660130666665,8.334,7.908496732000001,7.51,7.5,6.333333333333333,6.83,5.0,-1
Masculino,Pública,6.929611095238096,6.578558333,7.489282456133334,7.083,8.714912280666667,5.635,7.5,6.5,7.1225,10.0,1
Masculino,Pública,0.0,0.0,7.393951851866667,7.501,9.259259259333334,7.51,7.5,4.25,7.205,10.0,1
Feminino,Privada,7.278024793650793,6.796541667,8.177186956533333,8.751,8.963768115999999,6.26,7.5,8.166666666666666,7.5,10.0,1
Masculino,Pública,7.0217378212853765,6.665208333,6.7135006212,8.751,8.612836439,5.63,6.875,4.5,7.326666667,5.0,-1
Feminino,Privada,8.31659788888889,7.879008333,8.950566666733334,8.334,10.0,6.26,8.125,9.666666666666666,8.726666667,10.0,1
Masculino,Pública,0.0,0.0,6.652766666666667,8.751,6.666666666666667,7.51,7.5,5.166666666666667,7.05,5.0,-1
Feminino,Pública,7.792205060606061,7.695233333,8.125807932933334,7.917,9.534706331,6.26,8.125,7.166666666666667,7.776666667,10.0,1
Feminino,Pública,0.0,5.677291667,7.5085144926666665,9.585,9.855072463666666,5.63,7.5,6.166666666666667,7.663333333,5.0,-2
Feminino,Pública,0.0,5.711166667,5.6415838956,7.917,7.099419478000001,6.26,7.5,1.5,6.27,5.0,-1
Masculino,Privada,7.740831693121693,7.1935,8.907314492800001,9.168,9.855072463666666,7.51,8.125,9.333333333333334,7.946666667,10.0,1
Masculino,Pública,6.243027512820514,7.08435,6.999509385733333,8.334,8.668046928999999,3.755,6.25,7.666666666666667,6.993333333,5.0,-2
Masculino,Privada,8.815164203703704,9.006266667,9.113133333366667,9.168,10.0,7.51,8.333333333,9.333333333333334,8.726666667,10.0,1
Feminino,Pública,0.0,0.0,8.107033333366667,7.917,10.0,6.26,8.333333333,8.333333333333334,8.446666667,5.0,-1
Feminino,Privada,8.045898786731787,8.189225,8.822714492700001,7.917,9.855072463666666,6.26,8.333333333,9.333333333333334,8.67,10.0,1
Masculino,Pública,0.0,8.378008333,8.376195238033333,8.751,9.523809523666666,7.51,8.333333333,9.0,8.56,5.0,-1
Feminino,Pública,0.0,0.0,8.429066666633334,8.334,10.0,7.51,8.333333333,9.666666666666666,7.89,5.0,-1
Feminino,Privada,8.354717840548341,7.350625,8.4746321428,8.334,8.380952380666665,7.51,8.59375,8.333333333333334,8.44,10.0,0
Masculino,Pública,6.719708994708995,6.794516667,7.656628769866667,9.168,9.682539682666667,5.635,6.796875,8.166666666666666,7.134,5.0,-1
Masculino,Pública,0.0,0.0,7.7609537037333345,9.168,8.518518518666667,6.26,7.8125,6.0,7.666,10.0,0
Feminino,Privada,7.9733816513168145,7.769658333,7.721664285733334,9.168,8.761904762,5.635,7.8125,5.666666666666667,7.872,10.0,0
Masculino,Privada,7.0841091954022986,6.068333333,6.887248015866668,7.5,8.412698412666666,5.635,6.71875,7.166666666666667,6.43,5.0,-1
Feminino,Privada,7.619179857540927,6.989633333,6.627079761933334,8.334,5.6428571430000005,7.51,7.34375,6.166666666666667,7.232,5.0,-1
Masculino,Pública,0.0,0.0,6.888194089266667,7.5,7.112887113,7.51,7.1875,4.333333333333333,6.896,10.0,0
Feminino,Pública,0.0,0.0,8.541085606066668,8.751,9.696969697,7.51,8.28125,7.333333333333333,8.404,10.0,0
Feminino,Pública,0.0,0.0,7.481547222200001,7.083,7.777777777666667,7.51,7.65625,7.833333333333333,8.172,5.0,-1
Feminino,Pública,0.0,0.0,7.500131368600001,8.334,8.509823509666667,7.51,6.875,5.833333333333333,6.798,10.0,0
Feminino,Privada,7.83582013255232,7.141308333,8.052609920666667,7.083,7.978174603333333,7.51,7.96875,8.0,8.004,10.0,0
Feminino,Pública,0.0,0.0,7.560550529133334,9.585,8.645502645666667,7.51,7.1875,7.25,7.266,5.0,-1
Feminino,Privada,6.644810737664296,7.42395,7.426704761933335,10.002,7.476190476333334,5.635,7.875,7.333333333333333,8.068,5.0,-1
Feminino,Privada,7.7984703695652176,7.806141667,8.033470175466666,8.751,9.473684210666667,6.26,8.375,8.166666666666666,8.334,5.0,-1
Feminino,Privada,0.0,7.487841667,8.9495245614,9.168,9.649122807,7.51,8.375,9.0,8.572,10.0,0
Feminino,Privada,8.920648367521368,7.289333333,8.637033333333335,10.002,9.666666666666666,6.26,8.375,8.0,8.2,10.0,0
Feminino,Privada,7.674870047785548,7.45425,8.256566666666668,9.168,9.333333333333334,6.26,7.875,7.5,7.798,10.0,0
Masculino,Privada,0.0,0.0,8.583133333333334,8.334,9.833333333333334,7.51,8.25,7.333333333333333,8.702,10.0,0
Masculino,Pública,6.580933343434343,6.293083333,7.3289333333333335,7.5,7.833333333333333,5.635,7.625,8.333333333333334,7.598,5.0,-1
Masculino,Privada,0.0,0.0,8.186433333333333,9.585,10.0,7.51,8.5,7.166666666666667,8.468,5.0,-1
Masculino,Pública,0.0,0.0,8.389333333333335,9.168,10.0,7.51,7.75,6.666666666666667,8.066,10.0,0
Feminino,Pública,0.0,7.171083333,8.2302,9.585,10.0,7.51,7.875,5.5,8.166,10.0,0
Feminino,Privada,6.749980560606062,6.569516667,8.024136842133334,10.002,9.473684210666667,6.26,7.5,8.5,7.766,5.0,-1
Feminino,Privada,7.2897954425019424,7.252275,8.131659175733333,8.751,7.8961292116666675,8.13,8.75,7.0,7.946666667,10.0,0
Feminino,Privada,7.2029775238095235,7.169975,7.098051462066667,7.083,7.211257310000001,8.13,8.125,5.333333333333333,6.276666667,10.0,0
Masculino,Pública,0.0,8.378666667,8.5902971362,10.002,9.081527348,8.13,8.28125,8.0,7.663333333,10.0,0
Feminino,Privada,6.957316284888314,7.375916667,8.052279017,10.002,8.769145085,7.51,7.8125,7.5,6.33,10.0,0
Feminino,Privada,7.590972222222223,8.303591667,8.743476190400001,7.5,9.619047619,9.38,8.75,8.0,8.283333333,10.0,0
Feminino,Privada,8.404169666666668,8.284333333,9.077020175400001,10.002,9.265350877333333,10.0,8.4375,7.666666666666667,9.233333333,10.0,0
Masculino,Privada,7.304722388888888,6.450875,7.4193804301999995,9.585,6.010860484333333,6.88,8.59375,6.166666666666667,7.39,10.0,0
Masculino,Privada,8.135882296296298,7.70625,8.7713289474,9.585,9.824561403666666,7.51,9.0625,7.333333333333333,8.62,10.0,0
Feminino,Privada,7.039504634920634,6.434625,8.1780308688,8.751,8.028404344,8.755,8.4375,7.5,7.39,10.0,0
Masculino,Privada,8.71196797863248,8.6625,9.437924561333332,8.751,9.649122807,9.375,9.375,9.166666666666666,9.623333333,10.0,1
Feminino,Privada,7.3675192298474945,7.452541667,8.743607059266667,10.002,8.980785296666667,8.135,8.4375,8.166666666666666,8.283333333,10.0,0
Feminino,Privada,8.005754301587302,7.797058333,8.402390371800001,7.917,8.339076859,9.375,8.59375,7.5,8.23,10.0,0
Feminino,Privada,0.0,0.0,4.7612000000000005,7.917,0.0,7.195,7.5,0.0,7.5,10.0,0
Feminino,Privada,9.441521857142858,8.699408333,8.352033333333335,10.002,9.0,6.885,7.5,8.066666666666666,7.5,10.0,2
Masculino,Privada,8.230908478550688,8.116041667,8.4773,9.168,9.6,7.505,7.5,8.200000000000001,7.5,10.0,2
Feminino,Privada,8.225582168498168,7.982633333,4.79255,9.168,0.0,6.2575,7.5,0.0,7.5,10.0,2
Feminino,Privada,9.105280944444445,0.0,8.152033333333334,10.002,9.0,6.885,7.5,7.066666666666666,7.5,10.0,2
Feminino,Privada,7.535259906926407,7.289966667,4.78185,8.751,0.0,6.5675,7.5,0.0,7.5,10.0,2
Feminino,Privada,0.0,0.0,7.785233333333334,8.334,9.0,6.885,7.5,6.066666666666666,7.5,10.0,0
Feminino,Privada,8.940600419054803,0.0,8.275550000066668,9.168,9.931666667,6.2575,7.5,7.483333333333333,7.5,10.0,1
Feminino,Privada,7.500521257187258,0.0,8.085299999933333,7.083,9.983333333,6.57,7.5,7.366666666666667,7.5,10.0,1
Masculino,Privada,8.467711333333334,7.016,8.311616666733334,10.002,9.891666667,7.1975,7.5,6.816666666666667,7.5,10.0,2
Masculino,Privada,8.672919666666665,8.221841667,8.2887,9.585,9.621,6.26,7.5,7.650000000000001,7.5,10.0,2
Masculino,Privada,7.8608746825396825,7.9642,8.144466666733333,8.751,9.437666667,6.885,7.5,7.216666666666666,7.5,10.0,2
Feminino,Privada,0.0,0.0,4.8446,8.751,0.0,7.195,7.5,0.0,7.5,10.0,0
Masculino,Privada,8.655707365079365,7.171166667,8.452633333266668,9.168,9.953333333,6.885,7.5,8.033333333333333,7.5,10.0,2
Masculino,Privada,8.639021494227995,8.256766667,4.7404,8.334,0.0,6.57,7.5,0.0,7.5,10.0,2
Feminino,Privada,0.0,0.0,4.8761,8.751,0.0,7.51,7.5,0.0,7.5,10.0,0
Feminino,Privada,0.0,0.0,4.8238,9.168,0.0,6.57,7.5,0.0,7.5,10.0,0
Feminino,Privada,9.354308222222222,0.0,8.617450000000002,9.585,9.546,7.1975,7.5,8.9,7.5,10.0,1
Masculino,Privada,7.411457833333333,7.7284,8.0689833334,8.334,9.741666667,6.5725,7.5,6.8999999999999995,7.5,10.0,2
Feminino,Privada,8.67342461904762,0.0,8.128766666666667,8.751,9.8,6.57,7.5,6.933333333333334,7.5,10.0,1
Masculino,Privada,8.121970030303032,8.493058333,7.9319666667333335,8.751,9.737666667,6.26,7.5,6.166666666666667,7.5,10.0,2
Masculino,Privada,7.566015304972806,0.0,7.611233333266666,6.667,9.704333333,6.57,7.5,5.483333333333333,7.5,10.0,0
Masculino,Privada,8.63847438888889,7.794358333,7.449366666666667,10.002,9.92,6.885,7.5,2.6333333333333333,7.5,10.0,2
Masculino,Privada,8.253049807035875,8.105583333,8.243183333333334,8.334,9.246,6.5725,7.5,8.266666666666667,7.5,10.0,1
Masculino,Privada,8.740216279956428,7.263666667,7.7887,7.5,9.571,5.945,7.5,6.3999999999999995,7.5,10.0,2
